
/home/joaquin/workspace/C+/opencv-test/photos/s9/tumblr_inline_n8u3iteWlv1s3xbmf.png;0
/home/joaquin/workspace/C+/opencv-test/photos/s9/preview.png;0
/home/joaquin/workspace/C+/opencv-test/photos/s9/250x250_11172405messi.jpg;0
/home/joaquin/workspace/C+/opencv-test/photos/s9/I0000gXotdDUaBZM.jpg;0
/home/joaquin/workspace/C+/opencv-test/photos/s9/Lionel-Messi-musulman-1.jpg;0
/home/joaquin/workspace/C+/opencv-test/photos/s9/tumblr_inline_n88zx26L4M1shcyjo.png;0
/home/joaquin/workspace/C+/opencv-test/photos/s9/tumblr_inline_n8u3ifbzRf1s3xbmf.png;0
/home/joaquin/workspace/C+/opencv-test/photos/s9/leo-messi.jpg;0
/home/joaquin/workspace/C+/opencv-test/photos/s9/lionel-andres-messi_3561_b.jpg;0
/home/joaquin/workspace/C+/opencv-test/photos/s9/messi-lionel-large.jpg;0
/home/joaquin/workspace/C+/opencv-test/photos/s9/cdv-chile-kiem-bon-tien-nho-ban-noi-dau-cua-messi-250x250_c.jpg;0
/home/joaquin/workspace/C+/opencv-test/photos/s15/0afbe608-940a-4d5d-a1f7-468718c67d91.jpg;1
/home/joaquin/workspace/C+/opencv-test/photos/s15/cc3a6975c9adcd966070c8cfd3d40903b95bdc217a6f36369befb0eb34cccbb7.jpg;1
/home/joaquin/workspace/C+/opencv-test/photos/s15/LeBron-James-250x250.jpg;1
/home/joaquin/workspace/C+/opencv-test/photos/s15/lebron-james (1).jpg;1
/home/joaquin/workspace/C+/opencv-test/photos/s15/9602376.jpg;1
/home/joaquin/workspace/C+/opencv-test/photos/s15/lebron-james-miami-heat-win-nba-title.jpg;1
/home/joaquin/workspace/C+/opencv-test/photos/s15/james-lebron-large.jpg;1
/home/joaquin/workspace/C+/opencv-test/photos/s15/lebron-james.jpg;1
/home/joaquin/workspace/C+/opencv-test/photos/s15/LeBron_James_4198919.jpg;1
/home/joaquin/workspace/C+/opencv-test/photos/s15/lebron-james-u156.jpg;1
/home/joaquin/workspace/C+/opencv-test/photos/s13/ibrahimovic-zlatan-large.jpg;2
/home/joaquin/workspace/C+/opencv-test/photos/s13/timthumb (1).jpg;2
/home/joaquin/workspace/C+/opencv-test/photos/s13/Ibra4_maly.jpg;2
/home/joaquin/workspace/C+/opencv-test/photos/s13/Zlatan-Ibrahimovic.jpg;2
/home/joaquin/workspace/C+/opencv-test/photos/s13/10104573.jpg;2
/home/joaquin/workspace/C+/opencv-test/photos/s13/95958d172a6b1f-5bc18d-rv.jpg;2
/home/joaquin/workspace/C+/opencv-test/photos/s13/72304455.jpg;2
/home/joaquin/workspace/C+/opencv-test/photos/s13/timthumb.jpg;2
/home/joaquin/workspace/C+/opencv-test/photos/s13/35DCCE5B00000578-3671202-Zlatan_Ibrahimovic_is_now_officially_a_Manchester_United_player_-m-14_1467458303291-e1473190382129.jpg;2
/home/joaquin/workspace/C+/opencv-test/photos/s13/89681014_hi032697411-250x250.jpg;2
/home/joaquin/workspace/C+/opencv-test/photos/s11/Angel_Di_Maria.jpg;3
/home/joaquin/workspace/C+/opencv-test/photos/s11/8476626.jpg;3
/home/joaquin/workspace/C+/opencv-test/photos/s11/dimaria-angel-large.jpg;3
/home/joaquin/workspace/C+/opencv-test/photos/s11/angel-di-maria.jpg;3
/home/joaquin/workspace/C+/opencv-test/photos/s11/arjantinli-angel-di-maria-real-madrid-te-2127607_o.jpg;3
/home/joaquin/workspace/C+/opencv-test/photos/s11/tumblr_inline_nhvx92tkZv1t8bdsx.png;3
/home/joaquin/workspace/C+/opencv-test/photos/s11/tumblr_inline_nhvx9ie2Ju1t8bdsx.png;3
